roc_auc,accuracy,balanced_accuracy,sensitivity,specificity,precision,tn,fp,fn,tp,threshold
0.8724913990825688,0.5274261603375527,0.5611381880733946,0.981651376146789,0.140625,0.4930875576036866,18,110,2,107,0.1
0.8724913990825688,0.6540084388185654,0.6756020642201834,0.944954128440367,0.40625,0.5754189944134078,52,76,6,103,0.2
0.8724913990825688,0.70042194092827,0.7151662844036697,0.8990825688073395,0.53125,0.620253164556962,68,60,11,98,0.3
0.8724913990825688,0.7848101265822784,0.7878440366972477,0.8256880733944955,0.75,0.7377049180327869,96,32,19,90,0.4
0.8724913990825688,0.8312236286919831,0.8260464449541285,0.7614678899082569,0.890625,0.8556701030927835,114,14,26,83,0.5
0.8724913990825688,0.7763713080168776,0.7636897935779816,0.6055045871559633,0.921875,0.868421052631579,118,10,43,66,0.6
0.8724913990825688,0.7383966244725738,0.7196817660550459,0.48623853211009177,0.953125,0.8983050847457628,122,6,56,53,0.7
0.8724913990825688,0.6919831223628692,0.6671803325688074,0.3577981651376147,0.9765625,0.9285714285714286,125,3,70,39,0.8
0.8724913990825688,0.6413502109704642,0.6100917431192661,0.22018348623853212,1.0,1.0,128,0,85,24,0.9
